A,B,Addition,Subtraction,Multiplication,Division,Sin(Addition),Cos(Addition),Sqrt(Addition),2^Addition,Log(Addition),ODD_OR_EVEN(CEIL(A+B))
2.14,7.53,9.67,-5.39,16.11,0.28,-0.24,-0.97,3.11,814.63,0.99,Even
2.79,-7.74,-4.95,10.53,-21.59,-0.36,0.97,0.24,-1.00,0.03,-1.00,Even
9.41,-0.97,8.44,10.38,-9.13,-9.70,0.83,-0.55,2.91,347.29,0.93,Odd
8.42,4.95,13.37,3.47,41.68,1.70,0.72,0.69,3.66,10586.95,1.13,Even
-9.74,-0.35,-10.09,-9.39,3.41,27.83,0.62,-0.79,-1.00,0.00,-1.00,Even
0.6,7.64,8.24,-7.04,4.58,0.08,0.93,-0.38,2.87,302.33,0.92,Odd
3.83,-7.81,-3.98,11.64,-29.91,-0.49,0.74,-0.67,-1.00,0.06,-1.00,Odd
-1.06,-4.66,-5.72,3.60,4.94,0.23,0.53,0.85,-1.00,0.02,-1.00,Odd
-7.43,5.76,-1.67,-13.19,-42.80,-1.29,-1.00,-0.10,-1.00,0.31,-1.00,Odd
-6.11,-3.53,-9.64,-2.58,21.57,1.73,0.21,-0.98,-1.00,0.00,-1.00,Odd
-2.79,-4.29,-7.08,1.50,11.97,0.65,-0.72,0.70,-1.00,0.01,-1.00,Odd
-2.72,4.61,1.89,-7.33,-12.54,-0.59,0.95,-0.31,1.37,3.71,0.28,Even
7.45,-9.54,-2.09,16.99,-71.07,-0.78,-0.87,-0.50,-1.00,0.23,-1.00,Even
-8.91,4.31,-4.60,-13.22,-38.40,-2.07,0.99,-0.11,-1.00,0.04,-1.00,Even
-2.93,-5.87,-8.80,2.94,17.20,0.50,-0.58,-0.81,-1.00,0.00,-1.00,Even
6.21,2.47,8.68,3.74,15.34,2.51,0.68,-0.74,2.95,410.15,0.94,Odd
3.67,9.86,13.53,-6.19,36.19,0.37,0.82,0.57,3.68,11828.67,1.13,Even
-6.42,0.13,-6.29,-6.55,-0.83,-49.38,-0.01,1.00,-1.00,0.01,-1.00,Even
-5.81,1.41,-4.40,-7.22,-8.19,-4.12,0.95,-0.31,-1.00,0.05,-1.00,Even
-3.24,-4.97,-8.21,1.73,16.10,0.65,-0.94,-0.35,-1.00,0.00,-1.00,Even
-1.83,-7.36,-9.19,5.53,13.47,0.25,-0.23,-0.97,-1.00,0.00,-1.00,Odd
-4.1,3.25,-0.85,-7.35,-13.33,-1.26,-0.75,0.66,-1.00,0.55,-1.00,Even
2.27,-3.56,-1.29,5.83,-8.08,-0.64,-0.96,0.28,-1.00,0.41,-1.00,Odd
-2.36,0.83,-1.53,-3.19,-1.96,-2.84,-1.00,0.04,-1.00,0.35,-1.00,Odd
-0.57,-3.82,-4.39,3.25,2.18,0.15,0.95,-0.32,-1.00,0.05,-1.00,Even
4.78,2.89,7.67,1.89,13.81,1.65,0.98,0.18,2.77,203.66,0.88,Even
-9.06,-9.78,-18.84,0.72,88.61,0.93,0.01,1.00,-1.00,0.00,-1.00,Even
6.88,9.37,16.25,-2.49,64.47,0.73,-0.52,-0.86,4.03,77935.88,1.21,Odd
-4.74,5.84,1.10,-10.58,-27.68,-0.81,0.89,0.45,1.05,2.14,0.04,Even
1.17,0.48,1.65,0.69,0.56,2.44,1.00,-0.08,1.28,3.14,0.22,Even
-9.8,-9.54,-19.34,-0.26,93.49,1.03,-0.47,0.88,-1.00,0.00,-1.00,Odd
0.21,-0.44,-0.23,0.65,-0.09,-0.48,-0.23,0.97,-1.00,0.85,-1.00,Even
-5.96,-3.26,-9.22,-2.70,19.43,1.83,-0.20,-0.98,-1.00,0.00,-1.00,Odd
-9.86,-2.67,-12.53,-7.19,26.33,3.69,0.04,1.00,-1.00,0.00,-1.00,Even
3.28,-6.87,-3.59,10.15,-22.53,-0.48,0.43,-0.90,-1.00,0.08,-1.00,Odd
8.02,-2.42,5.60,10.44,-19.41,-3.31,-0.63,0.78,2.37,48.50,0.75,Even
-3.78,-4.64,-8.42,0.86,17.54,0.81,-0.84,-0.54,-1.00,0.00,-1.00,Even
-9.25,5.19,-4.06,-14.44,-48.01,-1.78,0.79,-0.61,-1.00,0.06,-1.00,Even
9.6,3.87,13.47,5.73,37.15,2.48,0.79,0.62,3.67,11346.82,1.13,Even
2.42,-9.06,-6.64,11.48,-21.93,-0.27,-0.35,0.94,-1.00,0.01,-1.00,Even
-2.73,-0.42,-3.15,-2.31,1.15,6.50,0.01,-1.00,-1.00,0.11,-1.00,Odd
-0.65,-7.83,-8.48,7.18,5.09,0.08,-0.81,-0.59,-1.00,0.00,-1.00,Even
7.44,5.37,12.81,2.07,39.95,1.39,0.24,0.97,3.58,7181.15,1.11,Odd
3.33,-0.27,3.06,3.60,-0.90,-12.33,0.08,-1.00,1.75,8.34,0.49,Even
-8.34,-1.98,-10.32,-6.36,16.51,4.21,0.78,-0.63,-1.00,0.00,-1.00,Even
2.77,-3.94,-1.17,6.71,-10.91,-0.70,-0.92,0.39,-1.00,0.44,-1.00,Odd
8.31,9.94,18.25,-1.63,82.60,0.84,-0.56,0.83,4.27,311743.51,1.26,Odd
6.73,1.31,8.04,5.42,8.82,5.14,0.98,-0.18,2.84,263.20,0.91,Odd
2.74,8.31,11.05,-5.57,22.77,0.33,-1.00,0.05,3.32,2120.22,1.04,Even
-7.64,-5.85,-13.49,-1.79,44.69,1.31,-0.80,0.60,-1.00,0.00,-1.00,Odd
-0.19,8.09,7.90,-8.28,-1.54,-0.02,1.00,-0.05,2.81,238.86,0.90,Even
3.85,1.64,5.49,2.21,6.31,2.35,-0.71,0.70,2.34,44.94,0.74,Even
-5.16,-0.29,-5.45,-4.87,1.50,17.79,0.74,0.67,-1.00,0.02,-1.00,Odd
2.2,-5.08,-2.88,7.28,-11.18,-0.43,-0.26,-0.97,-1.00,0.14,-1.00,Even
-0.72,-3.58,-4.30,2.86,2.58,0.20,0.92,-0.40,-1.00,0.05,-1.00,Even
2.87,9.69,12.56,-6.82,27.81,0.30,-0.01,1.00,3.54,6038.61,1.10,Odd
-8.47,4.53,-3.94,-13.00,-38.37,-1.87,0.72,-0.70,-1.00,0.07,-1.00,Odd
4.46,-7.18,-2.72,11.64,-32.02,-0.62,-0.41,-0.91,-1.00,0.15,-1.00,Even
9.83,7.95,17.78,1.88,78.15,1.24,-0.88,0.48,4.22,225067.78,1.25,Even
9.64,-8.92,0.72,18.56,-85.99,-1.08,0.66,0.75,0.85,1.65,-0.14,Odd
-7.38,-0.41,-7.79,-6.97,3.03,18.00,-1.00,0.06,-1.00,0.00,-1.00,Odd
-8.56,3.18,-5.38,-11.74,-27.22,-2.69,0.79,0.62,-1.00,0.02,-1.00,Odd
-9.93,-7.58,-17.51,-2.35,75.27,1.31,0.97,0.23,-1.00,0.00,-1.00,Odd
0.1,2.99,3.09,-2.89,0.30,0.03,0.05,-1.00,1.76,8.51,0.49,Even
3.35,-4.5,-1.15,7.85,-15.08,-0.74,-0.91,0.41,-1.00,0.45,-1.00,Odd
-3.98,-9.04,-13.02,5.06,35.98,0.44,-0.44,0.90,-1.00,0.00,-1.00,Odd
8.82,-7.59,1.23,16.41,-66.94,-1.16,0.94,0.33,1.11,2.35,0.09,Even
-1.63,2.05,0.42,-3.68,-3.34,-0.80,0.41,0.91,0.65,1.34,-0.38,Odd
-9.6,-5.28,-14.88,-4.32,50.69,1.82,-0.74,-0.68,-1.00,0.00,-1.00,Even
-7.61,-7.18,-14.79,-0.43,54.64,1.06,-0.79,-0.61,-1.00,0.00,-1.00,Even
2.34,-7.19,-4.85,9.53,-16.82,-0.33,0.99,0.14,-1.00,0.03,-1.00,Even
2.51,-6.12,-3.61,8.63,-15.36,-0.41,0.45,-0.89,-1.00,0.08,-1.00,Odd
6.59,7.58,14.17,-0.99,49.95,0.87,1.00,-0.03,3.76,18432.96,1.15,Odd
6.83,0.25,7.08,6.58,1.71,27.32,0.72,0.70,2.66,135.30,0.85,Even
-5.3,-1.61,-6.91,-3.69,8.53,3.29,-0.59,0.81,-1.00,0.01,-1.00,Even
4.82,2.77,7.59,2.05,13.35,1.74,0.97,0.26,2.75,192.67,0.88,Even
8.4,-8.81,-0.41,17.21,-74.00,-0.95,-0.40,0.92,-1.00,0.75,-1.00,Even
-6.41,9.05,2.64,-15.46,-58.01,-0.71,0.48,-0.88,1.62,6.23,0.42,Odd
-9.81,5.07,-4.74,-14.88,-49.74,-1.93,1.00,0.03,-1.00,0.04,-1.00,Even
-1.82,5.61,3.79,-7.43,-10.21,-0.32,-0.60,-0.80,1.95,13.83,0.58,Even
3.51,-2.1,1.41,5.61,-7.37,-1.67,0.99,0.16,1.19,2.66,0.15,Even
3.27,-5.83,-2.56,9.10,-19.06,-0.56,-0.55,-0.84,-1.00,0.17,-1.00,Even
6.35,-3.85,2.50,10.20,-24.45,-1.65,0.60,-0.80,1.58,5.66,0.40,Odd
1.51,7.87,9.38,-6.36,11.88,0.19,0.04,-1.00,3.06,666.29,0.97,Even
4.95,9.62,14.57,-4.67,47.62,0.51,0.91,-0.42,3.82,24322.43,1.16,Odd
-4.86,-3.86,-8.72,-1.00,18.76,1.26,-0.65,-0.76,-1.00,0.00,-1.00,Even
5.59,-7.31,-1.72,12.90,-40.86,-0.76,-0.99,-0.15,-1.00,0.30,-1.00,Odd
3.24,7.66,10.90,-4.42,24.82,0.42,-1.00,-0.10,3.30,1910.85,1.04,Odd
2.65,7.77,10.42,-5.12,20.59,0.34,-0.84,-0.54,3.23,1370.04,1.02,Odd
1.02,-3.97,-2.95,4.99,-4.05,-0.26,-0.19,-0.98,-1.00,0.13,-1.00,Even
4.9,4.46,9.36,0.44,21.85,1.10,0.06,-1.00,3.06,657.11,0.97,Even
-9.81,8.08,-1.73,-17.89,-79.26,-1.21,-0.99,-0.16,-1.00,0.30,-1.00,Odd
0.86,3.11,3.97,-2.25,2.67,0.28,-0.74,-0.68,1.99,15.67,0.60,Even
4.16,3.21,7.37,0.95,13.35,1.30,0.89,0.47,2.71,165.42,0.87,Even
1.34,1.46,2.80,-0.12,1.96,0.92,0.33,-0.94,1.67,6.96,0.45,Odd
-7.16,-1.84,-9.00,-5.32,13.17,3.89,-0.41,-0.91,-1.00,0.00,-1.00,Odd
7.83,-8.48,-0.65,16.31,-66.40,-0.92,-0.61,0.80,-1.00,0.64,-1.00,Even
-4.15,-7.87,-12.02,3.72,32.66,0.53,0.52,0.85,-1.00,0.00,-1.00,Even
1.66,-0.76,0.90,2.42,-1.26,-2.18,0.78,0.62,0.95,1.87,-0.05,Odd
-8.35,7.6,-0.75,-15.95,-63.46,-1.10,-0.68,0.73,-1.00,0.59,-1.00,Even
8.38,-8.2,0.18,16.58,-68.72,-1.02,0.18,0.98,0.42,1.13,-0.74,Odd
-5.35,7.07,1.72,-12.42,-37.82,-0.76,0.99,-0.15,1.31,3.29,0.24,Even
2.03,9.76,11.79,-7.73,19.81,0.21,-0.70,0.71,3.43,3541.14,1.07,Even
-8.94,6.46,-2.48,-15.40,-57.75,-1.38,-0.61,-0.79,-1.00,0.18,-1.00,Even
7.86,-8.12,-0.26,15.98,-63.82,-0.97,-0.26,0.97,-1.00,0.84,-1.00,Even
-0.39,3.1,2.71,-3.49,-1.21,-0.13,0.42,-0.91,1.65,6.54,0.43,Odd
-3.51,-2.83,-6.34,-0.68,9.93,1.24,-0.06,1.00,-1.00,0.01,-1.00,Even
7.19,-5.46,1.73,12.65,-39.26,-1.32,0.99,-0.16,1.32,3.32,0.24,Even
7.7,7.42,15.12,0.28,57.13,1.04,0.55,-0.83,3.89,35610.13,1.18,Even
-9.05,-4.03,-13.08,-5.02,36.47,2.25,-0.49,0.87,-1.00,0.00,-1.00,Odd
9.87,4.98,14.85,4.89,49.15,1.98,0.76,-0.65,3.85,29532.18,1.17,Odd
-7.45,-7.26,-14.71,-0.19,54.09,1.03,-0.84,-0.54,-1.00,0.00,-1.00,Even
8.45,-5.71,2.74,14.16,-48.25,-1.48,0.39,-0.92,1.66,6.68,0.44,Odd
-2.11,-1.73,-3.84,-0.38,3.65,1.22,0.64,-0.77,-1.00,0.07,-1.00,Odd
-3.19,-6.25,-9.44,3.06,19.94,0.51,0.02,-1.00,-1.00,0.00,-1.00,Odd
8.57,-8.01,0.56,16.58,-68.65,-1.07,0.53,0.85,0.75,1.47,-0.25,Odd
-7.01,0.21,-6.80,-7.22,-1.47,-33.38,-0.49,0.87,-1.00,0.01,-1.00,Even
9.26,-5.54,3.72,14.80,-51.30,-1.67,-0.55,-0.84,1.93,13.18,0.57,Even
-4.04,8.72,4.68,-12.76,-35.23,-0.46,-1.00,-0.03,2.16,25.63,0.67,Odd
-5.84,-9.76,-15.60,3.92,57.00,0.60,-0.11,-0.99,-1.00,0.00,-1.00,Odd
4.66,6.02,10.68,-1.36,28.05,0.77,-0.95,-0.31,3.27,1640.59,1.03,Odd
-5.69,5.04,-0.65,-10.73,-28.68,-1.13,-0.61,0.80,-1.00,0.64,-1.00,Even
-7.82,-1.96,-9.78,-5.86,15.33,3.99,0.35,-0.94,-1.00,0.00,-1.00,Odd
2.5,3.8,6.30,-1.30,9.50,0.66,0.02,1.00,2.51,78.79,0.80,Odd
-7.8,-9.93,-17.73,2.13,77.45,0.79,0.90,0.44,-1.00,0.00,-1.00,Odd
-5.23,-5.35,-10.58,0.12,27.98,0.98,0.91,-0.40,-1.00,0.00,-1.00,Even
2.75,-5.29,-2.54,8.04,-14.55,-0.52,-0.57,-0.82,-1.00,0.17,-1.00,Even
2.42,-4.24,-1.82,6.66,-10.26,-0.57,-0.97,-0.25,-1.00,0.28,-1.00,Odd
9.8,-6.84,2.96,16.64,-67.03,-1.43,0.18,-0.98,1.72,7.78,0.47,Odd
1.41,-5.58,-4.17,6.99,-7.87,-0.25,0.86,-0.52,-1.00,0.06,-1.00,Even
7.24,2.39,9.63,4.85,17.30,3.03,-0.20,-0.98,3.10,792.35,0.98,Even
-0.86,-4.08,-4.94,3.22,3.51,0.21,0.97,0.23,-1.00,0.03,-1.00,Even
3.99,-9.73,-5.74,13.72,-38.82,-0.41,0.52,0.86,-1.00,0.02,-1.00,Odd
6.15,5.14,11.29,1.01,31.61,1.20,-0.96,0.29,3.36,2503.97,1.05,Even
9.07,4.09,13.16,4.98,37.10,2.22,0.56,0.83,3.63,9152.82,1.12,Even
-4.97,3.68,-1.29,-8.65,-18.29,-1.35,-0.96,0.28,-1.00,0.41,-1.00,Odd
-9.22,-7.76,-16.98,-1.46,71.55,1.19,0.96,-0.29,-1.00,0.00,-1.00,Even
-9.77,9.65,-0.12,-19.42,-94.28,-1.01,-0.12,0.99,-1.00,0.92,-1.00,Even
5.67,6.95,12.62,-1.28,39.41,0.82,0.05,1.00,3.55,6295.04,1.10,Odd
-9.27,9.6,0.33,-18.87,-88.99,-0.97,0.32,0.95,0.57,1.26,-0.48,Odd
6.5,9.73,16.23,-3.23,63.25,0.67,-0.50,-0.87,4.03,76862.91,1.21,Odd
7.44,6,13.44,1.44,44.64,1.24,0.77,0.64,3.67,11113.30,1.13,Even
-7.7,1.88,-5.82,-9.58,-14.48,-4.10,0.45,0.89,-1.00,0.02,-1.00,Odd
7.33,-6.9,0.43,14.23,-50.58,-1.06,0.42,0.91,0.66,1.35,-0.37,Odd
8.6,-0.71,7.89,9.31,-6.11,-12.11,1.00,-0.04,2.81,237.21,0.90,Even
-0.59,4.49,3.90,-5.08,-2.65,-0.13,-0.69,-0.73,1.97,14.93,0.59,Even
-8.79,7.92,-0.87,-16.71,-69.62,-1.11,-0.76,0.64,-1.00,0.55,-1.00,Even
-4.5,-0.29,-4.79,-4.21,1.31,15.52,1.00,0.08,-1.00,0.04,-1.00,Even
3.12,2.47,5.59,0.65,7.71,1.26,-0.64,0.77,2.36,48.17,0.75,Even
0.14,-5.16,-5.02,5.30,-0.72,-0.03,0.95,0.30,-1.00,0.03,-1.00,Odd
1.64,-5.98,-4.34,7.62,-9.81,-0.27,0.93,-0.36,-1.00,0.05,-1.00,Even
-1.42,-1.81,-3.23,0.39,2.57,0.78,0.09,-1.00,-1.00,0.11,-1.00,Odd
-4.11,1.3,-2.81,-5.41,-5.34,-3.16,-0.33,-0.95,-1.00,0.14,-1.00,Even
6.62,-8.3,-1.68,14.92,-54.95,-0.80,-0.99,-0.11,-1.00,0.31,-1.00,Odd
9.31,4.91,14.22,4.40,45.71,1.90,1.00,-0.08,3.77,19083.00,1.15,Odd
-4.33,-4.6,-8.93,0.27,19.92,0.94,-0.47,-0.88,-1.00,0.00,-1.00,Even
-5.6,5.75,0.15,-11.35,-32.20,-0.97,0.15,0.99,0.39,1.11,-0.82,Odd
2.49,9.39,11.88,-6.90,23.38,0.27,-0.63,0.77,3.45,3769.09,1.07,Even
1.54,0.39,1.93,1.15,0.60,3.95,0.94,-0.35,1.39,3.81,0.29,Even
-2.2,4.24,2.04,-6.44,-9.33,-0.52,0.89,-0.45,1.43,4.11,0.31,Odd
4.7,-7.62,-2.92,12.32,-35.81,-0.62,-0.22,-0.98,-1.00,0.13,-1.00,Even
-8.58,1.82,-6.76,-10.40,-15.62,-4.71,-0.46,0.89,-1.00,0.01,-1.00,Even
-0.26,1.77,1.51,-2.03,-0.46,-0.15,1.00,0.06,1.23,2.85,0.18,Even
-3.62,-0.3,-3.92,-3.32,1.09,12.07,0.70,-0.71,-1.00,0.07,-1.00,Odd
-2.84,3.91,1.07,-6.75,-11.10,-0.73,0.88,0.48,1.03,2.10,0.03,Even
-3.21,-7.54,-10.75,4.33,24.20,0.43,0.97,-0.24,-1.00,0.00,-1.00,Even
5.17,1.52,6.69,3.65,7.86,3.40,0.40,0.92,2.59,103.25,0.83,Odd
-4.25,8.28,4.03,-12.53,-35.19,-0.51,-0.78,-0.63,2.01,16.34,0.61,Odd
8.01,-9.22,-1.21,17.23,-73.85,-0.87,-0.94,0.35,-1.00,0.43,-1.00,Odd
8.78,5.81,14.59,2.97,51.01,1.51,0.90,-0.44,3.82,24661.96,1.16,Odd
-1.36,8.46,7.10,-9.82,-11.51,-0.16,0.73,0.68,2.66,137.19,0.85,Even
2.02,-1.56,0.46,3.58,-3.15,-1.29,0.44,0.90,0.68,1.38,-0.34,Odd
3.57,-2.61,0.96,6.18,-9.32,-1.37,0.82,0.57,0.98,1.95,-0.02,Odd
2.17,4.11,6.28,-1.94,8.92,0.53,0.00,1.00,2.51,77.71,0.80,Odd
-7.67,0.27,-7.40,-7.94,-2.07,-28.41,-0.90,0.44,-1.00,0.01,-1.00,Odd
-4.75,-7.01,-11.76,2.26,33.30,0.68,0.72,0.69,-1.00,0.00,-1.00,Odd
1.99,-0.35,1.64,2.34,-0.70,-5.69,1.00,-0.07,1.28,3.12,0.21,Even
4.3,7.99,12.29,-3.69,34.36,0.54,-0.27,0.96,3.51,5007.93,1.09,Odd
3.46,-1.73,1.73,5.19,-5.99,-2.00,0.99,-0.16,1.32,3.32,0.24,Even
1.03,6.46,7.49,-5.43,6.65,0.16,0.93,0.36,2.74,179.77,0.87,Even
-1.12,2.06,0.94,-3.18,-2.31,-0.54,0.81,0.59,0.97,1.92,-0.03,Odd
-0.66,-6.41,-7.07,5.75,4.23,0.10,-0.71,0.71,-1.00,0.01,-1.00,Odd
1.76,8.28,10.04,-6.52,14.57,0.21,-0.58,-0.82,3.17,1052.79,1.00,Odd
-3.57,-0.12,-3.69,-3.45,0.43,29.75,0.52,-0.85,-1.00,0.08,-1.00,Odd
0.06,8.94,9.00,-8.88,0.54,0.01,0.41,-0.91,3.00,512.00,0.95,Odd
0.33,6.38,6.71,-6.05,2.11,0.05,0.41,0.91,2.59,104.69,0.83,Odd
1.19,2.58,3.77,-1.39,3.07,0.46,-0.59,-0.81,1.94,13.64,0.58,Even
-9.13,-8.83,-17.96,-0.30,80.62,1.03,0.78,0.63,-1.00,0.00,-1.00,Odd
7.48,-6.82,0.66,14.30,-51.01,-1.10,0.61,0.79,0.81,1.58,-0.18,Odd
-7.07,-3.52,-10.59,-3.55,24.89,2.01,0.92,-0.39,-1.00,0.00,-1.00,Even
-5.42,-3.64,-9.06,-1.78,19.73,1.49,-0.36,-0.93,-1.00,0.00,-1.00,Odd
-5.96,2.29,-3.67,-8.25,-13.65,-2.60,0.50,-0.86,-1.00,0.08,-1.00,Odd
-3.27,3.35,0.08,-6.62,-10.95,-0.98,0.08,1.00,0.28,1.06,-1.10,Odd
-3.86,2.8,-1.06,-6.66,-10.81,-1.38,-0.87,0.49,-1.00,0.48,-1.00,Odd
-1.32,-8.05,-9.37,6.73,10.63,0.16,-0.05,-1.00,-1.00,0.00,-1.00,Odd
-4.19,-2.15,-6.34,-2.04,9.01,1.95,-0.06,1.00,-1.00,0.01,-1.00,Even
-9.22,9,-0.22,-18.22,-82.98,-1.02,-0.22,0.98,-1.00,0.86,-1.00,Even
5.18,-5.78,-0.60,10.96,-29.94,-0.90,-0.56,0.83,-1.00,0.66,-1.00,Even
0.68,-4.07,-3.39,4.75,-2.77,-0.17,0.25,-0.97,-1.00,0.10,-1.00,Odd
-1.29,-8.66,-9.95,7.37,11.17,0.15,0.50,-0.87,-1.00,0.00,-1.00,Odd
-9.68,7.38,-2.30,-17.06,-71.44,-1.31,-0.75,-0.67,-1.00,0.20,-1.00,Even
1.49,0.58,2.07,0.91,0.86,2.57,0.88,-0.48,1.44,4.20,0.32,Odd
1.77,9.23,11.00,-7.46,16.34,0.19,-1.00,0.00,3.32,2048.00,1.04,Odd
-1.64,0.45,-1.19,-2.09,-0.74,-3.64,-0.93,0.37,-1.00,0.44,-1.00,Odd
-5.36,2.08,-3.28,-7.44,-11.15,-2.58,0.14,-0.99,-1.00,0.10,-1.00,Odd
-9.76,-6.94,-16.70,-2.82,67.73,1.41,0.84,-0.55,-1.00,0.00,-1.00,Even
4.33,-2.14,2.19,6.47,-9.27,-2.02,0.81,-0.58,1.48,4.56,0.34,Odd
-9.09,7.38,-1.71,-16.47,-67.08,-1.23,-0.99,-0.14,-1.00,0.31,-1.00,Odd
-9.1,2.5,-6.60,-11.60,-22.75,-3.64,-0.31,0.95,-1.00,0.01,-1.00,Even
9.96,-3.8,6.16,13.76,-37.85,-2.62,-0.12,0.99,2.48,71.51,0.79,Odd
1.36,6.65,8.01,-5.29,9.04,0.20,0.99,-0.16,2.83,257.78,0.90,Odd
7.79,-4.35,3.44,12.14,-33.89,-1.79,-0.29,-0.96,1.85,10.85,0.54,Even
-4.63,0.13,-4.50,-4.76,-0.60,-35.62,0.98,-0.21,-1.00,0.04,-1.00,Even
-2.89,-5.28,-8.17,2.39,15.26,0.55,-0.95,-0.31,-1.00,0.00,-1.00,Even
9.65,-6.06,3.59,15.71,-58.48,-1.59,-0.43,-0.90,1.89,12.04,0.56,Even
1.21,4.98,6.19,-3.77,6.03,0.24,-0.09,1.00,2.49,73.01,0.79,Odd
-7.09,-6.59,-13.68,-0.50,46.72,1.08,-0.90,0.44,-1.00,0.00,-1.00,Odd
1.25,-7.35,-6.10,8.60,-9.19,-0.17,0.18,0.98,-1.00,0.01,-1.00,Even
-8.33,-0.93,-9.26,-7.40,7.75,8.96,-0.16,-0.99,-1.00,0.00,-1.00,Odd
-7.08,5.63,-1.45,-12.71,-39.86,-1.26,-0.99,0.12,-1.00,0.37,-1.00,Odd
6.74,7.06,13.80,-0.32,47.58,0.95,0.94,0.33,3.71,14263.10,1.14,Even
-3.69,-2.85,-6.54,-0.84,10.52,1.29,-0.25,0.97,-1.00,0.01,-1.00,Even
-1.55,-5.15,-6.70,3.60,7.98,0.30,-0.40,0.91,-1.00,0.01,-1.00,Even
6.69,-5.17,1.52,11.86,-34.59,-1.29,1.00,0.05,1.23,2.87,0.18,Even
-9.51,-4.49,-14.00,-5.02,42.70,2.12,-0.99,0.14,-1.00,0.00,-1.00,Even
-9.28,7.31,-1.97,-16.59,-67.84,-1.27,-0.92,-0.39,-1.00,0.26,-1.00,Odd
8.6,-4.74,3.86,13.34,-40.76,-1.81,-0.66,-0.75,1.96,14.52,0.59,Even
4.69,9.73,14.42,-5.04,45.63,0.48,0.96,-0.28,3.80,21920.61,1.16,Odd
7.84,-0.27,7.57,8.11,-2.12,-29.04,0.96,0.28,2.75,190.02,0.88,Even
4.46,0.91,5.37,3.55,4.06,4.90,-0.79,0.61,2.32,41.36,0.73,Even
9.87,1.33,11.20,8.54,13.13,7.42,-0.98,0.20,3.35,2352.53,1.05,Even
-8.32,1.95,-6.37,-10.27,-16.22,-4.27,-0.09,1.00,-1.00,0.01,-1.00,Even
8.46,2.2,10.66,6.26,18.61,3.85,-0.94,-0.33,3.26,1618.00,1.03,Odd
-5.33,-8.82,-14.15,3.49,47.01,0.60,-1.00,-0.01,-1.00,0.00,-1.00,Even
-1.57,9.8,8.23,-11.37,-15.39,-0.16,0.93,-0.37,2.87,300.25,0.92,Odd
0.73,5.19,5.92,-4.46,3.79,0.14,-0.36,0.93,2.43,60.55,0.77,Even
-3.48,3.49,0.01,-6.97,-12.15,-1.00,0.01,1.00,0.10,1.01,-2.00,Odd
-2.89,-9.74,-12.63,6.85,28.15,0.30,-0.06,1.00,-1.00,0.00,-1.00,Even
1.3,3.05,4.35,-1.75,3.97,0.43,-0.94,-0.35,2.09,20.39,0.64,Odd
0.07,-3.29,-3.22,3.36,-0.23,-0.02,0.08,-1.00,-1.00,0.11,-1.00,Odd
5.32,-5.06,0.26,10.38,-26.92,-1.05,0.26,0.97,0.51,1.20,-0.59,Odd
3.45,2.12,5.57,1.33,7.31,1.63,-0.65,0.76,2.36,47.50,0.75,Even
-1.69,-9.42,-11.11,7.73,15.92,0.18,0.99,0.11,-1.00,0.00,-1.00,Odd
4.22,2.74,6.96,1.48,11.56,1.54,0.63,0.78,2.64,124.50,0.84,Odd
-5.61,-5.64,-11.25,0.03,31.64,0.99,0.97,0.25,-1.00,0.00,-1.00,Odd
-3.18,-1.61,-4.79,-1.57,5.12,1.98,1.00,0.08,-1.00,0.04,-1.00,Even
6.31,1.95,8.26,4.36,12.30,3.24,0.92,-0.39,2.87,306.55,0.92,Odd
1.81,-3.61,-1.80,5.42,-6.53,-0.50,-0.97,-0.23,-1.00,0.29,-1.00,Odd
10,5.82,15.82,4.18,58.20,1.72,-0.11,-0.99,3.98,57848.82,1.20,Even
4.37,3.21,7.58,1.16,14.03,1.36,0.96,0.27,2.75,191.34,0.88,Even
-3.89,-5,-8.89,1.11,19.45,0.78,-0.51,-0.86,-1.00,0.00,-1.00,Even
-6.4,-4.47,-10.87,-1.93,28.61,1.43,0.99,-0.13,-1.00,0.00,-1.00,Even
-0.51,7.8,7.29,-8.31,-3.98,-0.07,0.85,0.53,2.70,156.50,0.86,Even
-5.83,-1.1,-6.93,-4.73,6.41,5.30,-0.60,0.80,-1.00,0.01,-1.00,Even
0.29,-0.28,0.01,0.57,-0.08,-1.04,0.01,1.00,0.10,1.01,-2.00,Odd
-6.27,8.11,1.84,-14.38,-50.85,-0.77,0.96,-0.27,1.36,3.58,0.26,Even
-9.07,1.9,-7.17,-10.97,-17.23,-4.77,-0.78,0.63,-1.00,0.01,-1.00,Odd
0.51,5.86,6.37,-5.35,2.99,0.09,0.09,1.00,2.52,82.71,0.80,Odd
9.74,-2.18,7.56,11.92,-21.23,-4.47,0.96,0.29,2.75,188.71,0.88,Even
-3.49,4.51,1.02,-8.00,-15.74,-0.77,0.85,0.52,1.01,2.03,0.01,Even
-6.61,-6.51,-13.12,-0.10,43.03,1.02,-0.53,0.85,-1.00,0.00,-1.00,Odd
-6.83,-1.13,-7.96,-5.70,7.72,6.04,-0.99,-0.11,-1.00,0.00,-1.00,Odd
-9.28,-6.24,-15.52,-3.04,57.91,1.49,-0.19,-0.98,-1.00,0.00,-1.00,Odd
3.74,5.82,9.56,-2.08,21.77,0.64,-0.13,-0.99,3.09,754.83,0.98,Even
